,Orthomyxoviridae,Flaviviridae,Herpesviridae,Papillomaviridae,Retroviridae,Paramyxoviridae,Arenaviridae,Polyomaviridae,Coronaviridae,Poxviridae,Parvoviridae
Q9UNW8,0,0,0,0,0,0,0,0,0,0,0
Q6YI46,0,0,0,0,0,0,0,0,0,0,0
Q96LY2,0,0,0,0,0,0,0,0,0,0,0
Q96S82,0,0,0,0,0,0,0,0,0,0,0
Q96HA4,0,0,0,0,0,0,0,0,0,0,0
B2RXF0,0,0,0,0,0,0,0,0,0,0,0
C9JTQ0,0,0,0,0,0,0,0,0,0,0,0
Q96K31,0,0,0,0,0,0,0,0,0,0,0
Q9UH62,1,0,0,1,0,0,0,0,0,0,0
Q12946,0,0,1,0,0,0,0,0,0,0,0
A4GXA9,0,1,0,0,0,0,0,0,0,0,0
Q86WV6,0,1,0,1,0,0,0,0,0,0,0
Q8TBM8,0,0,0,1,0,0,0,0,0,0,0
Q9H300,1,1,0,0,0,0,0,0,0,0,0
Q9NX58,0,1,0,1,0,0,0,0,0,0,0
P07902,0,0,0,0,0,0,0,0,0,0,0
P49354,0,0,0,0,0,0,0,0,0,0,0
Q8NES3,0,0,0,0,0,0,0,0,0,0,0
Q8TC36,0,0,0,0,0,0,0,0,0,0,0
Q9Y5W5,0,0,0,0,0,0,0,0,0,0,0
A6NHQ4,0,0,0,0,0,0,0,0,0,0,0
Q9P2T0,0,0,0,0,0,0,0,0,0,0,0
E9PGG2,0,0,0,0,0,0,0,0,0,0,0
Q99500,0,0,1,1,0,0,0,0,0,0,0
O96024,0,0,0,0,0,0,0,1,0,0,0
P51991,1,0,1,1,1,0,1,0,0,0,1
Q16543,1,1,1,0,1,0,0,0,0,1,0
O75678,0,0,0,0,0,0,0,0,0,0,0
P26951,0,0,0,0,0,0,0,0,0,0,0
Q12951,0,0,0,0,0,0,0,0,0,0,0
Q6P1Q9,0,0,0,0,0,0,0,0,0,0,0
Q6P4I2,0,0,0,0,0,0,0,0,0,0,0
Q6ZS10,0,0,0,0,0,0,0,0,0,0,0
Q96H15,0,0,0,0,0,0,0,0,0,0,0
Q9BYG0,0,0,0,0,0,0,0,0,0,0,0
P35410,0,0,0,0,0,0,0,0,0,0,0
P16333,0,0,1,0,1,0,0,0,0,1,0
O60704,0,1,0,0,0,0,0,0,0,0,0
O75381,1,0,1,0,0,0,0,0,0,0,0
Q16795,1,0,0,0,0,0,0,0,0,0,0
Q8TCT9,1,1,1,1,1,1,0,0,0,0,0
Q969W1,0,0,0,0,0,0,0,1,0,0,0
Q9GZT8,0,0,0,0,1,0,0,0,0,0,0
Q9H7Z7,0,0,0,0,0,1,0,0,1,0,0
O75319,0,0,0,0,0,0,0,0,0,0,0
P41231,0,0,0,0,0,0,0,0,0,0,0
P53609,0,0,0,0,0,0,0,0,0,0,0
Q15049,0,0,0,0,0,0,0,0,0,0,0
Q3KNW5,0,0,0,0,0,0,0,0,0,0,0
Q8TAX7,0,0,0,0,0,0,0,0,0,0,0
Q96CM3,0,0,0,0,0,0,0,0,0,0,0
Q9BZW4,0,0,0,0,0,0,0,0,0,0,0
Q14094,0,0,0,0,0,0,0,0,0,0,0
Q6UX07,0,0,0,0,0,0,0,0,0,0,0
Q6ZVX9,0,0,0,0,0,0,0,0,0,0,0
Q8N4Q0,0,0,0,0,0,0,0,0,0,0,0
Q8NG68,0,0,0,0,0,0,0,0,0,0,0
Q9H0I3,0,0,0,0,0,0,0,0,0,0,0
Q9Y6U7,0,0,0,0,0,0,0,0,0,0,0
Q8NEW0,0,1,1,1,1,0,0,0,1,0,0
Q9NRZ7,0,0,0,0,0,0,0,0,0,0,0
O43502,0,0,1,0,0,0,0,0,0,0,0
P52655,0,0,0,0,1,0,0,0,0,0,0
Q5T280,0,0,0,1,0,0,0,0,0,0,0
Q9HB07,0,0,0,1,0,0,0,0,0,0,0
Q9UNM6,1,1,1,1,1,0,1,0,0,0,0
Q9H4I3,1,0,0,0,0,0,0,0,0,0,0
A6NED2,0,0,0,0,0,0,0,0,0,0,0
O43364,0,0,0,0,0,0,0,0,0,0,0
O75554,0,0,0,0,0,0,0,0,0,0,0
P58012,0,0,0,0,0,0,0,0,0,0,0
Q8NCH0,0,0,0,0,0,0,0,0,0,0,0
Q8NFA2,0,0,0,0,0,0,0,0,0,0,0
Q9Y5B8,0,0,0,0,0,0,0,0,0,0,0
Q8WVZ7,0,0,0,0,0,0,0,0,0,0,0
Q96FC7,0,0,0,0,0,0,0,0,0,0,0
Q1AE95,0,0,0,0,0,0,0,0,0,0,0
Q86TI4,0,0,0,0,0,0,0,0,0,0,0
Q8WVN8,0,0,0,1,0,0,0,0,0,0,0
Q01085,1,0,1,0,1,0,0,0,0,0,0
P08571,1,0,0,1,0,0,0,0,0,0,0
P35659,1,0,1,1,0,0,0,0,0,0,1
P36952,0,0,0,1,0,0,0,0,0,0,0
A8MXV4,0,0,0,0,0,0,0,0,0,0,0
Q99527,0,0,0,0,0,0,0,0,0,0,0
Q9HBK9,0,0,0,0,0,0,0,0,0,0,0
Q9NW38,0,0,0,0,0,0,0,0,0,0,0
Q9Y2M2,0,0,0,0,0,0,0,0,0,0,0
Q15198,0,0,0,0,0,0,0,0,0,0,0
A8MTI9,0,0,0,0,0,0,0,0,0,0,0
Q9UJ37,0,0,0,1,0,0,0,0,0,0,0
Q9UIK5,0,1,0,0,0,0,0,0,0,0,0
O43791,0,0,0,1,0,0,0,0,0,0,0
Q15629,1,1,1,1,0,0,0,0,0,0,0
Q7L2H7,1,1,1,0,1,0,0,0,0,0,0
Q9HCN4,1,0,0,1,1,0,0,0,0,0,0
Q8N998,0,0,1,0,0,0,0,0,0,0,0
Q96G91,0,0,0,0,0,0,0,0,0,0,0
Q9NPC2,0,0,0,0,0,0,0,0,0,0,0
Q9NPI8,0,0,0,0,0,0,0,0,0,0,0
Q96CD0,0,0,0,0,0,0,0,0,0,0,0
Q6P6B1,0,0,0,0,0,0,0,0,0,0,0
Q02833,0,1,0,0,0,0,0,0,0,0,0
O75444,0,0,0,0,1,0,0,0,0,0,0
P15104,1,0,0,0,0,0,0,0,0,0,0
P53367,0,1,0,0,0,0,0,0,0,0,0
P56589,1,1,0,0,0,0,0,0,0,0,0
Q15738,1,0,0,0,0,1,0,0,0,0,0
Q9BRQ8,1,0,0,0,0,0,0,0,0,0,0
Q9BV79,0,0,0,1,0,0,0,0,0,0,0
Q86W33,0,0,0,1,0,0,0,0,0,0,0
A2RU49,0,0,0,0,0,0,0,0,0,0,0
O00358,0,0,0,0,0,0,0,0,0,0,0
P14060,0,0,0,0,0,0,0,0,0,0,0
Q8WUP2,0,0,0,0,0,0,0,0,0,0,0
Q96HJ3,0,0,0,0,0,0,0,0,0,0,0
Q96LB8,0,0,0,0,0,0,0,0,0,0,0
Q9BYV8,0,0,0,0,0,0,0,0,0,0,0
Q9H6B4,0,0,0,0,0,0,0,0,0,0,0
Q9H790,0,0,0,0,0,0,0,0,0,0,0
Q9Y234,0,0,0,0,0,0,0,0,0,0,0
Q9Y2P8,0,0,0,0,0,0,0,0,0,0,0
Q9Y5R6,0,0,0,0,0,0,0,0,0,0,0
Q969T3,0,0,0,0,0,0,0,0,0,0,0
A0A087WXM9,0,0,0,0,0,0,0,0,0,0,0
Q5GH70,0,0,0,0,0,0,0,0,0,0,0
Q9BYG5,0,0,0,1,0,0,0,0,0,0,0
O15143,1,0,0,0,0,0,0,0,0,0,0
O60547,1,0,1,0,0,0,0,0,0,0,0
P16989,1,0,1,1,0,0,1,1,0,0,0
Q7L5A8,0,0,1,0,0,0,0,0,0,0,0
Q7Z6M1,0,1,1,0,0,0,0,0,0,0,0
Q9P0M6,0,1,0,0,1,0,0,0,0,0,0
O43766,0,0,0,0,0,0,0,0,0,0,0
O95568,0,0,0,0,0,0,0,0,0,0,0
P26992,0,0,0,0,0,0,0,0,0,0,0
P27539,0,0,0,0,0,0,0,0,0,0,0
Q8N3J5,0,0,0,0,0,0,0,0,0,0,0
Q969K3,0,0,0,0,0,0,0,0,0,0,0
Q96NB3,0,0,0,0,0,0,0,0,0,0,0
Q96RU8,0,0,0,0,0,0,0,0,0,0,0
Q9NVD7,0,0,0,0,0,0,0,0,0,0,0
Q8IYD9,0,0,0,0,0,0,0,0,0,0,0
Q9H1C0,0,0,0,0,0,0,0,0,0,0,0
P57721,1,0,0,0,0,0,0,0,0,0,0
O43889,1,1,1,1,1,0,0,0,0,0,0
P78545,0,0,0,1,0,0,0,0,0,0,0
Q7Z429,0,0,1,0,1,0,0,0,0,0,0
Q8N357,0,0,1,0,0,0,0,0,0,0,0
Q9HC73,0,0,0,1,0,0,0,0,0,0,0
Q68CQ7,1,1,0,0,1,0,0,0,0,0,0
P23610,0,0,0,0,0,0,0,0,0,0,0
P43699,0,0,0,0,0,0,0,0,0,0,0
Q6W5P4,0,0,0,0,0,0,0,0,0,0,0
Q96H72,0,0,0,0,0,0,0,0,0,0,0
Q96H96,0,0,0,0,0,0,0,0,0,0,0
Q96IR7,0,0,0,0,0,0,0,0,0,0,0
Q9BYS8,0,0,0,0,0,0,0,0,0,0,0
O75317,0,0,0,1,0,0,0,0,0,0,0
Q92604,1,1,0,1,0,0,0,0,0,0,0
Q9UJM8,0,1,0,0,0,0,0,0,0,0,0
Q9Y617,0,0,0,1,0,0,0,0,0,0,0
Q9NQZ5,1,0,0,0,0,0,0,0,0,0,0
P49683,0,0,0,0,0,0,0,0,0,0,0
Q99677,0,0,0,0,0,0,0,0,0,0,0
Q9GZP0,0,0,0,0,0,0,0,0,0,0,0
Q9NZU7,0,0,0,0,0,0,0,0,0,0,0
Q8TC76,0,0,0,0,0,0,0,0,0,0,0
Q9H756,0,0,0,0,0,0,0,0,0,0,0
Q8N967,0,0,0,0,0,0,0,0,0,0,0
Q96KN9,0,0,0,0,0,0,0,0,0,0,0
O60256,1,0,0,0,0,0,0,0,0,0,0
P31785,0,0,0,0,1,0,0,0,0,0,0
P50502,1,0,0,1,0,1,0,0,0,0,0
Q9BV20,1,0,0,0,0,0,0,0,0,0,0
P49366,0,0,0,0,0,0,0,0,0,0,0
Q5T7V8,0,0,0,0,0,0,0,0,0,0,0
Q7Z5B4,0,0,0,0,0,0,0,0,0,0,0
Q86Y37,0,0,0,0,0,0,0,0,0,0,0
Q8NCU7,0,0,0,0,0,0,0,0,0,0,0
Q9NZJ6,0,0,0,0,0,0,0,0,0,0,0
A8MXE2,0,0,0,0,0,0,0,0,0,0,0
Q17R55,0,0,0,0,0,0,0,0,0,0,0
Q6ZMN8,0,0,0,0,0,0,0,0,0,0,0
Q8N8M0,0,0,0,0,0,0,0,0,0,0,0
P0CAP2,1,0,1,0,0,0,0,0,0,0,0
P78406,1,0,1,0,1,0,0,0,1,0,0
Q16533,0,0,0,1,0,0,0,0,0,0,0
Q99961,1,0,0,1,1,0,0,0,0,0,0
Q9Y2S7,1,0,1,1,0,1,0,0,0,0,0
Q6AI12,0,0,1,0,0,0,0,0,0,0,0
O60755,0,0,0,0,0,0,0,0,0,0,0
P49842,0,0,0,0,0,0,0,0,0,0,0
Q9NVF7,0,0,0,0,0,0,0,0,0,0,0
Q9Y2C4,0,0,0,0,0,0,0,0,0,0,0
Q6ZUK4,0,0,0,0,0,0,0,0,0,0,0
P49585,1,0,0,0,0,0,0,0,0,0,0
Q9UIJ5,0,0,0,0,0,0,0,0,0,0,0
Q9Y295,1,0,0,1,0,0,0,0,0,0,0
O60931,0,0,0,0,0,0,0,0,0,0,0
P02765,0,0,0,0,0,0,0,0,0,0,0
P06132,0,0,0,0,0,0,0,0,0,0,0
P78426,0,0,0,0,0,0,0,0,0,0,0
Q13304,0,0,0,0,0,0,0,0,0,0,0
Q5RL73,0,0,0,0,0,0,0,0,0,0,0
Q8TCJ0,0,0,0,0,0,0,0,0,0,0,0
Q9BXA7,0,0,0,0,0,0,0,0,0,0,0
Q9H4Q4,0,0,0,0,0,0,0,0,0,0,0
Q8IXT2,0,0,0,0,0,0,0,0,0,0,0
Q8WW27,0,0,0,0,0,0,0,0,0,0,0
Q8NA23,0,0,0,0,0,0,0,0,0,0,0
Q86X40,0,0,0,0,0,0,0,0,0,0,0
P10321,1,1,0,1,1,1,0,0,0,0,0
Q15633,1,1,0,0,1,0,0,0,0,0,0
Q5VSY0,0,0,1,1,0,0,0,0,0,0,0
Q6Q788,0,1,0,0,0,0,0,0,0,0,0
O00292,0,0,0,0,0,0,0,0,0,0,0
O00442,0,0,0,0,0,0,0,0,0,0,0
P05111,0,0,0,0,0,0,0,0,0,0,0
P52788,0,0,0,0,0,0,0,0,0,0,0
Q86YD3,0,0,0,0,0,0,0,0,0,0,0
Q8WTS6,0,0,0,0,0,0,0,0,0,0,0
Q5JXM2,0,0,0,0,0,0,0,0,0,0,0
P0CF75,0,0,0,0,0,0,0,0,0,0,0
Q5VZ19,0,0,0,0,0,0,0,0,0,0,0
Q6UXB0,0,0,0,0,0,0,0,0,0,0,0
Q15050,1,0,0,0,0,0,0,0,0,0,0
Q7L8A9,0,0,1,0,0,0,0,0,0,0,0
Q8IWS0,1,1,0,0,0,0,0,0,0,0,0
Q9Y2Z0,1,0,1,0,0,0,0,0,0,0,0
O00204,0,0,0,0,0,0,0,0,0,0,0
O75593,0,0,0,0,0,0,0,0,0,0,0
P19526,0,0,0,0,0,0,0,0,0,0,0
P55899,0,0,0,0,0,0,0,0,0,0,0
Q02080,0,0,0,0,0,0,0,0,0,0,0
Q2M3R5,0,0,0,0,0,0,0,0,0,0,0
Q9H0C1,0,0,0,0,0,0,0,0,0,0,0
Q9NQQ7,0,0,0,0,0,0,0,0,0,0,0
Q9NZR4,0,0,0,0,0,0,0,0,0,0,0
Q92664,0,0,0,0,0,0,0,0,0,0,0
Q8NAV2,0,0,0,0,0,0,0,0,0,0,0
Q9UL42,0,0,0,1,0,0,0,0,0,0,0
O43427,0,0,1,0,0,0,0,0,0,0,0
P04075,1,0,0,0,0,0,1,0,0,0,0
Q15906,1,0,0,1,0,0,0,0,0,0,0
Q6NTF9,1,0,0,0,0,1,0,0,0,0,0
Q9BWF3,1,1,0,1,0,0,0,0,0,0,0
Q9NUQ2,1,1,0,0,0,0,0,0,0,0,0
P04000,0,0,0,0,0,0,0,0,0,0,0
P12524,0,0,0,0,0,0,0,0,0,0,0
P53990,0,0,0,0,0,0,0,0,0,0,0
Q5BKX8,0,0,0,0,0,0,0,0,0,0,0
Q6S9Z5,0,0,0,0,0,0,0,0,0,0,0
Q7L3V2,0,0,0,0,0,0,0,0,0,0,0
Q8TAU0,0,0,0,0,0,0,0,0,0,0,0
Q96A29,0,0,0,0,0,0,0,0,0,0,0
Q96D42,0,0,0,0,0,0,0,0,0,0,0
Q96MF2,0,0,0,0,0,0,0,0,0,0,0
Q9NR23,0,0,0,0,0,0,0,0,0,0,0
Q9Y2T7,0,0,0,0,0,0,0,0,0,0,0
Q8NCQ7,0,0,0,0,0,0,0,0,0,0,0
Q96A46,0,0,0,0,0,0,0,0,0,0,0
Q9HBU9,0,0,0,0,0,0,0,0,0,0,0
O75818,0,0,1,0,0,0,0,0,0,0,0
P35249,1,1,0,0,1,0,0,0,0,0,1
Q9H6D7,0,1,0,1,0,0,0,0,0,0,0
P00813,0,0,0,0,0,0,0,0,0,0,0
P50052,0,0,0,0,0,0,0,0,0,0,0
Q6PGN9,0,0,0,0,0,0,0,0,0,0,0
Q8NHS9,0,0,0,0,0,0,0,0,0,0,0
Q9H777,0,0,0,0,0,0,0,0,0,0,0
Q9NS00,0,0,0,0,0,0,0,0,0,0,0
Q9NX46,0,0,0,0,0,0,0,0,0,0,0
Q96P69,0,0,0,0,0,0,0,0,0,0,0
Q14549,0,0,0,0,0,0,0,0,0,0,0
P0C7T7,0,0,0,0,0,0,0,0,0,0,0
Q9NUD7,0,0,0,0,0,0,0,0,0,0,0
P46093,0,0,0,0,0,0,0,1,0,0,0
O95551,0,0,0,1,0,0,0,0,0,0,0
P25106,0,0,0,1,0,0,0,0,0,0,0
Q00325,1,1,1,1,0,1,0,0,0,1,1
Q9BRK5,1,0,1,0,1,1,0,1,0,0,0
Q9P035,1,1,1,1,1,1,0,0,0,0,0
Q9UBU8,0,1,0,0,0,0,0,0,0,0,0
O43347,0,1,0,0,0,0,0,0,0,0,0
A0AVI4,0,0,0,0,0,0,0,0,0,0,0
P55263,0,0,0,0,0,0,0,0,0,0,0
Q13351,0,0,0,0,0,0,0,0,0,0,0
Q147X3,0,0,0,0,0,0,0,0,0,0,0
Q8N8X9,0,0,0,0,0,0,0,0,0,0,0
Q9H0A6,0,0,0,0,0,0,0,0,0,0,0
P46095,0,0,0,0,0,0,0,0,0,0,0
Q9NQS1,0,0,0,0,0,0,0,0,0,0,0
Q8IUS5,0,0,0,0,0,0,0,0,0,0,0
Q9H1K6,0,0,0,0,0,0,0,0,0,0,0
P81877,1,0,0,0,0,0,0,0,0,0,0
O96008,1,1,1,0,1,0,0,0,0,0,0
Q6PF05,0,0,0,0,1,0,0,0,0,0,0
Q8NBU5,1,1,0,1,0,0,0,0,0,0,0
Q8WXG1,0,1,0,0,0,0,0,0,0,0,0
Q9NSC5,0,1,1,0,0,0,0,0,0,0,0
Q9NV96,0,0,1,1,0,0,0,0,0,0,0
O75683,0,1,1,1,0,0,0,0,0,0,0
O00155,0,0,0,0,0,0,0,0,0,0,0
P08397,0,0,0,0,0,0,0,0,0,0,0
P32249,0,0,0,0,0,0,0,0,0,0,0
P54252,0,0,0,0,0,0,0,0,0,0,0
P58304,0,0,0,0,0,0,0,0,0,0,0
Q5NUL3,0,0,0,0,0,0,0,0,0,0,0
Q8IVD9,0,0,0,0,0,0,0,0,0,0,0
Q9NV79,0,0,0,0,0,0,0,0,0,0,0
Q5JRM2,0,0,0,0,0,0,0,0,0,0,0
Q9Y2T5,0,0,0,0,0,0,0,0,0,0,0
Q6P6B7,0,0,0,0,0,0,0,0,0,0,0
Q6ZN32,0,0,0,0,0,0,0,0,0,0,0
Q96L03,0,0,0,0,0,0,0,0,0,0,0
Q9H8G2,0,0,0,0,0,0,0,0,0,0,0
Q67FW5,0,0,0,0,0,0,0,0,0,0,0
A0A1W2PQ72,0,0,0,0,0,0,0,0,0,0,0
P25025,0,0,0,0,1,0,0,0,0,0,0
O00115,0,0,0,1,0,0,0,0,0,0,0
O95273,0,0,1,0,0,0,0,0,0,0,0
P82650,1,1,1,1,0,0,0,0,0,0,0
Q15435,0,0,1,0,0,0,0,0,0,0,0
Q6P1Q0,0,1,0,0,0,0,0,0,0,0,0
Q8NE79,1,0,0,0,0,0,0,0,0,0,0
Q96EE3,0,0,1,0,1,0,0,0,0,0,0
Q96QE5,0,0,0,1,0,0,0,0,0,0,0
Q9H6F5,0,1,1,0,0,0,0,0,1,0,0
Q9H1X3,0,0,0,1,0,0,0,0,0,0,0
O60928,0,0,0,0,0,0,0,0,0,0,0
O95149,0,0,0,0,0,0,0,0,0,0,0
P49685,0,0,0,0,0,0,0,0,0,0,0
P83369,0,0,0,0,0,0,0,0,0,0,0
Q5SGD2,0,0,0,0,0,0,0,0,0,0,0
Q96J42,0,0,0,0,0,0,0,0,0,0,0
Q9GZV1,0,0,0,0,0,0,0,0,0,0,0
Q9UGM6,0,0,0,0,0,0,0,0,0,0,0
Q9Y484,0,0,0,0,0,0,0,0,0,0,0
Q66K66,0,0,0,0,0,0,0,0,0,0,0
Q96HE9,0,0,0,0,0,0,0,0,0,0,0
Q96LP6,0,0,0,0,0,0,0,0,0,0,0
P11177,1,1,0,0,0,0,0,0,0,0,1
Q92187,0,0,0,0,0,0,0,0,0,1,0
O00767,1,1,0,1,0,0,0,0,0,0,0
O60759,0,1,0,0,0,0,0,0,0,0,0
O94992,1,1,0,0,1,0,0,0,0,0,0
Q96AQ8,1,0,0,0,0,0,0,0,0,0,0
Q9NZL4,1,0,1,1,0,1,0,1,0,0,0
O00623,0,0,0,0,0,0,0,0,0,0,0
O75563,0,0,0,0,0,0,0,0,0,0,0
P21854,0,0,0,0,0,0,0,0,0,0,0
Q13258,0,0,0,0,0,0,0,0,0,0,0
Q13394,0,0,0,0,0,0,0,0,0,0,0
Q7L513,0,0,0,0,0,0,0,0,0,0,0
Q9NR45,0,0,0,0,0,0,0,0,0,0,0
Q9NTX7,0,0,0,0,0,0,0,0,0,0,0
Q9NX62,0,0,0,0,0,0,0,0,0,0,0
Q96A47,0,0,0,0,0,0,0,0,0,0,0
Q53FE4,0,0,0,0,0,0,0,0,0,0,0
Q6NXP6,0,0,0,0,0,0,0,0,0,0,0
Q8TB36,0,1,0,1,0,0,0,0,0,0,0
Q9BYV2,0,0,0,1,0,0,0,0,0,0,0
Q3LFD5,1,0,0,0,0,0,0,0,0,0,0
O14745,0,0,0,0,1,0,0,0,1,0,0
P49715,0,0,0,1,0,0,0,0,0,0,0
Q15257,0,0,1,0,0,0,0,0,0,0,0
Q99871,1,1,0,0,0,0,0,0,0,0,0
Q9BY21,0,0,0,1,0,0,0,0,0,0,0
Q9BRP1,0,0,0,1,0,0,0,0,0,0,0
O75503,0,0,0,0,0,0,0,0,0,0,0
O95210,0,0,0,0,0,0,0,0,0,0,0
Q9NPC1,0,0,0,0,0,0,0,0,0,0,0
Q99678,0,0,0,0,0,0,0,0,0,0,0
B7ZBB8,0,0,0,0,0,0,0,0,0,0,0
A6NJJ6,0,0,0,0,0,0,0,0,0,0,0
Q7Z5U6,0,0,0,0,0,0,0,0,0,0,0
O00303,1,1,1,1,1,0,1,0,1,0,0
P30533,0,0,0,1,0,0,0,0,0,0,0
Q96DI7,0,0,1,0,1,0,1,0,0,0,0
Q96MX6,0,0,0,1,0,0,0,0,0,0,0
P54922,0,0,0,0,0,0,0,0,0,0,0
Q00796,0,0,0,0,0,0,0,0,0,0,0
Q8TCE6,0,0,0,0,0,0,0,0,0,0,0
Q96GS4,0,0,0,0,0,0,0,0,0,0,0
Q9H7T9,0,0,0,0,0,0,0,0,0,0,0
Q9NWS6,0,0,0,0,0,0,0,0,0,0,0
A6NHT5,0,0,0,0,0,0,0,0,0,0,0
Q7Z5H4,0,0,0,0,0,0,0,0,0,0,0
Q8TAQ9,0,0,0,0,0,0,0,0,0,0,0
Q6ZSC3,0,0,0,0,0,0,0,0,0,0,0
Q68G74,0,0,1,0,0,0,0,0,0,0,0
O95872,1,0,0,1,0,0,0,0,0,0,0
P40938,1,0,1,0,1,1,0,0,0,0,1
Q12907,1,0,0,0,1,1,0,0,1,0,0
Q15653,0,1,0,0,0,0,0,0,0,0,0
Q7LGA3,0,1,0,0,0,0,0,0,1,0,0
Q9C086,0,0,0,1,1,0,0,0,0,0,0
Q9H3Q1,1,0,0,0,0,0,0,0,0,0,0
Q9UJZ1,1,1,1,1,1,1,0,0,0,0,1
O43529,0,0,0,0,0,0,0,0,0,0,0
Q504Y3,0,0,0,0,0,0,0,0,0,0,0
Q5T440,0,0,0,0,0,0,0,0,0,0,0
Q7Z2E3,0,0,0,0,0,0,0,0,0,0,0
Q8N9I5,0,0,0,0,0,0,0,0,0,0,0
Q9H410,0,0,0,0,0,0,0,0,0,0,0
A6NJB7,0,0,0,0,0,0,0,0,0,0,0
O75388,0,0,0,0,0,0,0,0,0,0,0
Q9NUC0,0,0,0,0,0,0,0,0,0,0,0
Q8N6T7,0,0,0,1,1,0,0,0,0,0,0
O00182,0,0,1,0,0,0,0,0,0,0,0
A5D8V6,0,0,0,0,1,0,0,0,0,0,0
O95299,1,1,0,0,0,0,0,0,0,0,0
Q13190,1,0,0,0,0,0,0,0,0,0,0
Q6ZSR9,0,0,0,1,0,0,0,0,0,0,0
Q6DHV7,0,0,0,0,0,0,0,0,0,0,0
Q9NTN3,0,0,0,0,0,0,0,0,0,0,0
Q9Y5W3,0,0,0,0,0,0,0,0,0,0,0
Q6PJ21,0,0,0,0,0,0,0,0,0,0,0
Q9H1Z9,0,0,0,0,0,0,0,0,0,0,0
Q9H665,0,0,0,0,0,0,0,0,0,0,0
O43570,1,0,0,0,0,0,0,0,0,0,0
Q15165,1,0,1,1,1,0,0,0,0,0,0
P32242,0,0,0,1,0,0,0,0,0,0,0
P34810,0,1,0,0,0,0,0,0,0,0,0
Q9NS37,0,0,0,0,1,0,0,0,0,0,0
P00480,0,0,0,0,0,0,0,0,0,0,0
P16442,0,0,0,0,0,0,0,0,0,0,0
P78540,0,0,0,0,0,0,0,0,0,0,0
Q6U736,0,0,0,0,0,0,0,0,0,0,0
Q8IUQ0,0,0,0,0,0,0,0,0,0,0,0
Q8IUY3,0,0,0,0,0,0,0,0,0,0,0
Q8IXV7,0,0,0,0,0,0,0,0,0,0,0
Q8TEZ7,0,0,0,0,0,0,0,0,0,0,0
Q92858,0,0,0,0,0,0,0,0,0,0,0
Q96EM0,0,0,0,0,0,0,0,0,0,0,0
Q96FZ2,0,0,0,0,0,0,0,0,0,0,0
Q9H832,0,0,0,0,0,0,0,0,0,0,0
Q4G0M1,0,0,0,0,0,0,0,0,0,0,0
Q8N9Y4,0,0,0,0,0,0,0,0,0,0,0
Q96EK9,0,0,0,0,0,0,0,0,0,0,0
Q3ZCQ8,1,1,1,1,0,1,1,0,0,0,0
Q6IN84,1,0,0,0,0,0,0,0,0,0,0
Q9NXG2,0,0,0,1,1,0,0,0,0,0,0
Q8TDN6,0,1,0,0,1,0,0,0,0,0,0
P40225,0,0,0,0,0,0,0,0,0,0,0
Q8IYX4,0,0,0,0,0,0,0,0,0,0,0
Q8WUA8,0,0,0,0,0,0,0,0,0,0,0
Q9UBY5,0,0,0,0,0,0,0,0,0,0,0
A6NFR6,0,0,0,0,0,0,0,0,0,0,0
Q9H9L3,0,0,0,0,0,0,0,0,0,0,0
Q96BN8,1,1,0,0,0,0,0,0,0,0,0
O15372,1,1,0,1,1,1,0,0,0,0,0
P02760,0,1,0,0,0,0,0,0,0,0,0
Q969V5,0,0,0,0,0,0,0,0,0,0,0
Q96B01,0,1,0,0,0,0,0,0,0,0,0
Q9NYL9,1,0,0,0,0,0,0,0,0,0,1
P28356,0,0,0,0,0,0,0,0,0,0,0
Q0ZLH3,0,0,0,0,0,0,0,0,0,0,0
Q6UWB4,0,0,0,0,0,0,0,0,0,0,0
Q96A49,0,0,0,0,0,0,0,0,0,0,0
Q96JY6,0,0,0,0,0,0,0,0,0,0,0
Q96JZ2,0,0,0,0,0,0,0,0,0,0,0
Q9BSE5,0,0,0,0,0,0,0,0,0,0,0
Q8IYA7,0,0,0,0,0,0,0,0,0,0,0
P06729,0,0,0,0,1,0,0,0,0,0,0
P18848,0,0,0,1,1,0,0,0,0,0,0
P49770,1,1,0,0,0,0,0,0,0,0,0
P61421,1,0,1,0,0,0,0,0,0,0,1
Q12893,0,1,1,1,0,0,0,0,0,0,0
Q8N335,1,0,0,0,0,0,0,0,0,0,0
Q8NE86,1,1,0,0,0,0,0,0,0,0,0
Q96J01,1,1,0,0,0,0,0,0,0,0,0
Q03395,0,0,0,0,0,0,0,0,0,0,0
Q12972,0,0,0,0,0,0,0,0,0,0,0
Q5BKX5,0,0,0,0,0,0,0,0,0,0,0
Q6P087,0,0,0,0,0,0,0,0,0,0,0
Q8N0S2,0,0,0,0,0,0,0,0,0,0,0
Q8N8B7,0,0,0,0,0,0,0,0,0,0,0
Q8N8N7,0,0,0,0,0,0,0,0,0,0,0
Q8TCX1,0,0,0,0,0,0,0,0,0,0,0
Q96EV8,0,0,0,0,0,0,0,0,0,0,0
Q9BS86,0,0,0,0,0,0,0,0,0,0,0
Q96EY9,0,0,0,0,0,0,0,0,0,0,0
Q5W0B7,0,0,0,0,0,0,0,0,0,0,0
Q96M53,0,0,0,0,0,0,0,0,0,0,0
P58166,0,0,0,0,0,0,0,0,1,0,0
Q9H6Y7,0,0,1,0,0,0,0,0,0,0,0
P08567,0,0,1,0,0,0,0,0,0,0,0
